Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[disease]	Characteristics[organism part]	Characteristics[cell cycle phase]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[cell cycle phase]	Factor Value[single cell identifier]
S79	ERS1979275	SAMEA104354297	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S79	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	642	714	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S79	sequencing assay	ERX2233621	2015_02_13_10G_plate_4_S79_L000_R1_001.fastq.gz	2015_02_13_10G_plate_4_S79_L000_R1_001.fastq.gz	ERR2177258	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2177258/ERR2177258_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S79
S79	ERS1979275	SAMEA104354297	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S79	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	642	714	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S79	sequencing assay	ERX2233621	2015_02_13_10G_plate_4_S79_L000_R2_001.fastq.gz	2015_02_13_10G_plate_4_S79_L000_R2_001.fastq.gz	ERR2177258	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2177258/ERR2177258_2.fastq.gz	122	62	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S79
S80	ERS1979276	SAMEA104354298	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S80	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	566	624	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S80	sequencing assay	ERX2233622	2015_02_13_10H_plate_4_S80_L000_R1_001.fastq.gz	2015_02_13_10H_plate_4_S80_L000_R1_001.fastq.gz	ERR2177259	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2177259/ERR2177259_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S80
S80	ERS1979276	SAMEA104354298	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S80	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	566	624	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S80	sequencing assay	ERX2233622	2015_02_13_10H_plate_4_S80_L000_R2_001.fastq.gz	2015_02_13_10H_plate_4_S80_L000_R2_001.fastq.gz	ERR2177259	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2177259/ERR2177259_2.fastq.gz	80	41	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S80
S86	ERS1979277	SAMEA104354299	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S86	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	566	645	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S86	sequencing assay	ERX2233623	2015_02_13_11C_plate_3_S86_L000_R1_001.fastq.gz	2015_02_13_11C_plate_3_S86_L000_R1_001.fastq.gz	ERR2177260	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/000/ERR2177260/ERR2177260_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S86
S86	ERS1979277	SAMEA104354299	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S86	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	566	645	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S86	sequencing assay	ERX2233623	2015_02_13_11C_plate_3_S86_L000_R2_001.fastq.gz	2015_02_13_11C_plate_3_S86_L000_R2_001.fastq.gz	ERR2177260	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/000/ERR2177260/ERR2177260_2.fastq.gz	64	33	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S86
S83	ERS1979278	SAMEA104354300	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S83	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	605	671	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S83	sequencing assay	ERX2233624	2015_02_13_11C_plate_4_S83_L000_R1_001.fastq.gz	2015_02_13_11C_plate_4_S83_L000_R1_001.fastq.gz	ERR2177261	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2177261/ERR2177261_1.fastq.gz	300	151	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S83
S83	ERS1979278	SAMEA104354300	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S83	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	605	671	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S83	sequencing assay	ERX2233624	2015_02_13_11C_plate_4_S83_L000_R2_001.fastq.gz	2015_02_13_11C_plate_4_S83_L000_R2_001.fastq.gz	ERR2177261	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2177261/ERR2177261_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S83
S85	ERS1979279	SAMEA104354301	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S85	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	749	850	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S85	sequencing assay	ERX2233625	2015_02_13_11E_plate_4_S85_L000_R1_001.fastq.gz	2015_02_13_11E_plate_4_S85_L000_R1_001.fastq.gz	ERR2177262	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2177262/ERR2177262_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S85
S85	ERS1979279	SAMEA104354301	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S85	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	749	850	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S85	sequencing assay	ERX2233625	2015_02_13_11E_plate_4_S85_L000_R2_001.fastq.gz	2015_02_13_11E_plate_4_S85_L000_R2_001.fastq.gz	ERR2177262	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2177262/ERR2177262_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S85
S87	ERS1979280	SAMEA104354302	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S87	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	711	815	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S87	sequencing assay	ERX2233626	2015_02_13_11G_plate_4_S87_L000_R1_001.fastq.gz	2015_02_13_11G_plate_4_S87_L000_R1_001.fastq.gz	ERR2177263	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2177263/ERR2177263_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S87
S87	ERS1979280	SAMEA104354302	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S87	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	711	815	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S87	sequencing assay	ERX2233626	2015_02_13_11G_plate_4_S87_L000_R2_001.fastq.gz	2015_02_13_11G_plate_4_S87_L000_R2_001.fastq.gz	ERR2177263	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2177263/ERR2177263_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S87
S88	ERS1979281	SAMEA104354303	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S88	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	771	892	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S88	sequencing assay	ERX2233627	2015_02_13_11H_plate_4_S88_L000_R1_001.fastq.gz	2015_02_13_11H_plate_4_S88_L000_R1_001.fastq.gz	ERR2177264	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2177264/ERR2177264_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S88
S88	ERS1979281	SAMEA104354303	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S88	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	771	892	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S88	sequencing assay	ERX2233627	2015_02_13_11H_plate_4_S88_L000_R2_001.fastq.gz	2015_02_13_11H_plate_4_S88_L000_R2_001.fastq.gz	ERR2177264	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2177264/ERR2177264_2.fastq.gz	64	33	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S88
S89	ERS1979282	SAMEA104354304	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S89	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	572	673	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S89	sequencing assay	ERX2233628	2015_02_13_12A_plate_4_S89_L000_R1_001.fastq.gz	2015_02_13_12A_plate_4_S89_L000_R1_001.fastq.gz	ERR2177265	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2177265/ERR2177265_1.fastq.gz	298	150	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S89
S89	ERS1979282	SAMEA104354304	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S89	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	572	673	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S89	sequencing assay	ERX2233628	2015_02_13_12A_plate_4_S89_L000_R2_001.fastq.gz	2015_02_13_12A_plate_4_S89_L000_R2_001.fastq.gz	ERR2177265	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2177265/ERR2177265_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S89
S92	ERS1979283	SAMEA104354305	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S92	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	630	696	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S92	sequencing assay	ERX2233629	2015_02_13_12D_plate_4_S92_L000_R1_001.fastq.gz	2015_02_13_12D_plate_4_S92_L000_R1_001.fastq.gz	ERR2177266	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2177266/ERR2177266_1.fastq.gz	298	150	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S92
S92	ERS1979283	SAMEA104354305	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S92	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	630	696	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S92	sequencing assay	ERX2233629	2015_02_13_12D_plate_4_S92_L000_R2_001.fastq.gz	2015_02_13_12D_plate_4_S92_L000_R2_001.fastq.gz	ERR2177266	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2177266/ERR2177266_2.fastq.gz	64	33	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S92
S93	ERS1979284	SAMEA104354306	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S93	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	522	567	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S93	sequencing assay	ERX2233630	2015_02_13_12E_plate_4_S93_L000_R1_001.fastq.gz	2015_02_13_12E_plate_4_S93_L000_R1_001.fastq.gz	ERR2177267	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2177267/ERR2177267_1.fastq.gz	168	85	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S93
S93	ERS1979284	SAMEA104354306	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S93	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	522	567	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S93	sequencing assay	ERX2233630	2015_02_13_12E_plate_4_S93_L000_R2_001.fastq.gz	2015_02_13_12E_plate_4_S93_L000_R2_001.fastq.gz	ERR2177267	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2177267/ERR2177267_2.fastq.gz	64	33	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S93
S94	ERS1979285	SAMEA104354307	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S94	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	703	780	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S94	sequencing assay	ERX2233631	2015_02_13_12F_plate_4_S94_L000_R1_001.fastq.gz	2015_02_13_12F_plate_4_S94_L000_R1_001.fastq.gz	ERR2177268	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2177268/ERR2177268_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S94
S94	ERS1979285	SAMEA104354307	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S94	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	703	780	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S94	sequencing assay	ERX2233631	2015_02_13_12F_plate_4_S94_L000_R2_001.fastq.gz	2015_02_13_12F_plate_4_S94_L000_R2_001.fastq.gz	ERR2177268	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2177268/ERR2177268_2.fastq.gz	76	39	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S94
S95	ERS1979286	SAMEA104354308	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S95	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	723	820	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S95	sequencing assay	ERX2233632	2015_02_13_12G_plate_4_S95_L000_R1_001.fastq.gz	2015_02_13_12G_plate_4_S95_L000_R1_001.fastq.gz	ERR2177269	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2177269/ERR2177269_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S95
S95	ERS1979286	SAMEA104354308	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G2/M	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S95	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	723	820	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S95	sequencing assay	ERX2233632	2015_02_13_12G_plate_4_S95_L000_R2_001.fastq.gz	2015_02_13_12G_plate_4_S95_L000_R2_001.fastq.gz	ERR2177269	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2177269/ERR2177269_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G2/M	S95
S3	ERS1979287	SAMEA104354309	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S3	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	453	492	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S3	sequencing assay	ERX2233633	2015_02_13_1C_plate_4_S3_L000_R1_001.fastq.gz	2015_02_13_1C_plate_4_S3_L000_R1_001.fastq.gz	ERR2177270	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/000/ERR2177270/ERR2177270_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S3
S3	ERS1979287	SAMEA104354309	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S3	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	453	492	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S3	sequencing assay	ERX2233633	2015_02_13_1C_plate_4_S3_L000_R2_001.fastq.gz	2015_02_13_1C_plate_4_S3_L000_R2_001.fastq.gz	ERR2177270	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/000/ERR2177270/ERR2177270_2.fastq.gz	64	33	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S3
S4	ERS1979288	SAMEA104354310	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S4	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	660	756	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S4	sequencing assay	ERX2233634	2015_02_13_1D_plate_4_S4_L000_R1_001.fastq.gz	2015_02_13_1D_plate_4_S4_L000_R1_001.fastq.gz	ERR2177271	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2177271/ERR2177271_1.fastq.gz	298	150	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S4
S4	ERS1979288	SAMEA104354310	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S4	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	660	756	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S4	sequencing assay	ERX2233634	2015_02_13_1D_plate_4_S4_L000_R2_001.fastq.gz	2015_02_13_1D_plate_4_S4_L000_R2_001.fastq.gz	ERR2177271	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2177271/ERR2177271_2.fastq.gz	74	38	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S4
S5	ERS1979289	SAMEA104354311	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S5	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	584	636	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S5	sequencing assay	ERX2233635	2015_02_13_1E_plate_4_S5_L000_R1_001.fastq.gz	2015_02_13_1E_plate_4_S5_L000_R1_001.fastq.gz	ERR2177272	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2177272/ERR2177272_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S5
